book,page,file_path,cer,wer,substitutions,deletions,insertions,ref_length,hyp_length,ref_word_count,hyp_word_count,char_errors,word_errors,char_accuracy,word_accuracy,ref_text_length,hyp_text_length
05_OOB_05_log,05_OOB_05_007,05_OOB_05_log/05_OOB_05_007.txt,0.47368421052631576,1.0,115,47,117,589,659,100,126,279,100.0,0.5263157894736843,0.0,589,659
05_OOB_05_log,05_OOB_05_115,05_OOB_05_log/05_OOB_05_115.txt,0.7197696737044146,1.0,203,18,154,521,657,100,125,375,100.0,0.2802303262955854,0.0,521,657
05_OOB_05_log,05_OOB_05_249,05_OOB_05_log/05_OOB_05_249.txt,0.5752032520325203,0.90625,167,48,68,492,512,96,104,283,87.0,0.4247967479674797,0.09375,492,512
05_OOB_05_log,05_OOB_05_104,05_OOB_05_log/05_OOB_05_104.txt,0.8063063063063063,1.0,173,15,170,444,599,88,121,358,88.0,0.1936936936936937,0.0,444,599
05_OOB_05_log,05_OOB_05_070,05_OOB_05_log/05_OOB_05_070.txt,0.48484848484848486,0.8538461538461538,173,57,74,627,644,130,124,304,111.0,0.5151515151515151,0.1461538461538462,627,644
05_OOB_07_log,05_OOB_07_031,05_OOB_07_log/05_OOB_07_031.txt,0.7139689578713969,1.0,144,72,106,451,485,83,97,322,83.0,0.2860310421286031,0.0,451,485
05_OOB_07_log,05_OOB_07_034,05_OOB_07_log/05_OOB_07_034.txt,0.3997797356828194,0.7790055248618785,216,69,78,908,917,181,174,363,141.0,0.6002202643171806,0.22099447513812154,908,917
05_OOB_07_log,05_OOB_07_043,05_OOB_07_log/05_OOB_07_043.txt,0.6447574334898278,0.9921259842519685,270,69,73,639,643,127,140,412,126.0,0.35524256651017216,0.007874015748031482,639,643
05_OOB_06_log,05_OOB_06_022,05_OOB_06_log/05_OOB_06_022.txt,0.49635036496350365,0.9607843137254902,80,12,44,274,306,51,64,136,49.0,0.5036496350364963,0.039215686274509776,274,306
05_OOB_06_log,05_OOB_06_025,05_OOB_06_log/05_OOB_06_025.txt,0.3893129770992366,0.8709677419354839,109,14,81,524,591,93,115,204,81.0,0.6106870229007634,0.12903225806451613,524,591
05_OOB_06_log,05_OOB_06_049,05_OOB_06_log/05_OOB_06_049.txt,0.7553956834532374,1.0,98,16,96,278,358,56,93,210,56.0,0.24460431654676262,0.0,278,358
05_OOB_06_log,05_OOB_06_014,05_OOB_06_log/05_OOB_06_014.txt,1.0,1.0,16,0,232,33,265,5,72,248,5.0,0.0,0.0,33,265
05_OOB_06_log,05_OOB_06_010,05_OOB_06_log/05_OOB_06_010.txt,0.4672897196261682,1.0,93,10,47,321,358,53,69,150,53.0,0.5327102803738317,0.0,321,358
05_OOB_02_log,05_OOB_02_160,05_OOB_02_log/05_OOB_02_160.txt,1.0,1.0,116,0,145,182,327,28,77,261,28.0,0.0,0.0,182,327
05_OOB_02_log,05_OOB_02_012,05_OOB_02_log/05_OOB_02_012.txt,0.8208092485549133,1.0,101,13,28,173,188,30,51,142,30.0,0.17919075144508667,0.0,173,188
05_OOB_02_log,05_OOB_02_159,05_OOB_02_log/05_OOB_02_159.txt,1.0,1.0,55,1,139,99,237,18,58,195,18.0,0.0,0.0,99,237
05_OOB_02_log,05_OOB_02_077,05_OOB_02_log/05_OOB_02_077.txt,1.0,1.0,87,2,149,143,290,26,65,238,26.0,0.0,0.0,143,290
05_OOB_02_log,05_OOB_02_100,05_OOB_02_log/05_OOB_02_100.txt,0.6043956043956044,1.0,63,33,14,182,163,34,40,110,34.0,0.39560439560439564,0.0,182,163
05_OOB_02_log,05_OOB_02_065,05_OOB_02_log/05_OOB_02_065.txt,1.0,1.0,101,4,64,166,226,32,55,169,32.0,0.0,0.0,166,226
05_OOB_02_log,05_OOB_02_106,05_OOB_02_log/05_OOB_02_106.txt,0.8545454545454545,1.0,132,7,49,220,262,36,52,188,36.0,0.1454545454545455,0.0,220,262
05_OOB_02_log,05_OOB_02_067,05_OOB_02_log/05_OOB_02_067.txt,0.8175438596491228,1.0,116,14,103,285,374,54,72,233,54.0,0.1824561403508772,0.0,285,374
05_OOB_02_log,05_OOB_02_073,05_OOB_02_log/05_OOB_02_073.txt,1.0,1.0,92,16,124,221,329,41,71,232,41.0,0.0,0.0,221,329
05_OOB_02_log,05_OOB_02_095,05_OOB_02_log/05_OOB_02_095.txt,1.0,1.0,92,0,346,176,522,27,102,438,27.0,0.0,0.0,176,522
05_OOB_02_log,05_OOB_02_080,05_OOB_02_log/05_OOB_02_080.txt,1.0,1.0,69,0,200,124,324,25,64,269,25.0,0.0,0.0,124,324
05_OOB_02_log,05_OOB_02_121,05_OOB_02_log/05_OOB_02_121.txt,0.7421052631578947,1.0,72,20,49,190,219,33,48,141,33.0,0.2578947368421053,0.0,190,219
05_OOB_02_log,05_OOB_02_069,05_OOB_02_log/05_OOB_02_069.txt,1.0,1.0,88,9,117,207,315,38,73,214,38.0,0.0,0.0,207,315
05_OOB_02_log,05_OOB_02_087,05_OOB_02_log/05_OOB_02_087.txt,0.75,1.0,110,26,5,188,167,30,43,141,30.0,0.25,0.0,188,167
05_OOB_02_log,05_OOB_02_126,05_OOB_02_log/05_OOB_02_126.txt,1.0,1.0,68,0,291,139,430,26,93,359,26.0,0.0,0.0,139,430
05_OOB_02_log,05_OOB_02_021,05_OOB_02_log/05_OOB_02_021.txt,1.0,1.0,60,3,287,183,467,32,94,350,32.0,0.0,0.0,183,467
05_OOB_02_log,05_OOB_02_180,05_OOB_02_log/05_OOB_02_180.txt,0.5393258426966292,1.0,66,17,13,178,174,31,40,96,31.0,0.4606741573033708,0.0,178,174
05_OOB_02_log,05_OOB_02_143,05_OOB_02_log/05_OOB_02_143.txt,1.0,1.0,98,0,200,170,370,33,90,298,33.0,0.0,0.0,170,370
05_OOB_02_log,05_OOB_02_184,05_OOB_02_log/05_OOB_02_184.txt,0.5476190476190477,1.0,69,10,13,168,171,32,42,92,32.0,0.45238095238095233,0.0,168,171
05_OOB_02_log,05_OOB_02_026,05_OOB_02_log/05_OOB_02_026.txt,1.0,1.0,111,0,178,175,353,28,68,289,28.0,0.0,0.0,175,353
05_OOB_02_log,05_OOB_02_030,05_OOB_02_log/05_OOB_02_030.txt,1.0,1.0,104,10,103,216,309,38,63,217,38.0,0.0,0.0,216,309
05_OOB_03_log,05_OOB_03_012,05_OOB_03_log/05_OOB_03_012.txt,0.6754966887417219,1.0,54,32,16,151,135,24,34,102,24.0,0.32450331125827814,0.0,151,135
05_OOB_03_log,05_OOB_03_160,05_OOB_03_log/05_OOB_03_160.txt,1.0,1.0,2,0,97,2,99,1,27,99,1.0,0.0,0.0,2,99
05_OOB_03_log,05_OOB_03_148,05_OOB_03_log/05_OOB_03_148.txt,0.5983606557377049,1.0,38,4,31,122,149,25,40,73,25.0,0.4016393442622951,0.0,122,149
05_OOB_03_log,05_OOB_03_101,05_OOB_03_log/05_OOB_03_101.txt,0.7254901960784313,1.0,65,7,2,102,97,19,24,74,19.0,0.27450980392156865,0.0,102,97
05_OOB_03_log,05_OOB_03_130,05_OOB_03_log/05_OOB_03_130.txt,0.7468354430379747,1.0,41,2,16,79,93,16,24,59,16.0,0.25316455696202533,0.0,79,93
05_OOB_03_log,05_OOB_03_044,05_OOB_03_log/05_OOB_03_044.txt,0.898876404494382,1.0,37,3,40,89,126,17,33,80,17.0,0.101123595505618,0.0,89,126
05_OOB_03_log,05_OOB_03_135,05_OOB_03_log/05_OOB_03_135.txt,0.6069651741293532,1.0,68,18,36,201,219,40,45,122,40.0,0.39303482587064675,0.0,201,219
05_OOB_03_log,05_OOB_03_082,05_OOB_03_log/05_OOB_03_082.txt,0.6516129032258065,1.0,65,4,32,155,183,32,47,101,32.0,0.34838709677419355,0.0,155,183
05_OOB_03_log,05_OOB_03_083,05_OOB_03_log/05_OOB_03_083.txt,1.0,1.0,0,0,40,0,40,0,11,40,0.0,0.0,0.0,0,40
05_OOB_03_log,05_OOB_03_054,05_OOB_03_log/05_OOB_03_054.txt,0.6791044776119403,1.0,60,12,19,134,141,21,28,91,21.0,0.32089552238805974,0.0,134,141
05_OOB_03_log,05_OOB_03_030,05_OOB_03_log/05_OOB_03_030.txt,0.6052631578947368,1.0,101,9,51,266,308,56,64,161,56.0,0.39473684210526316,0.0,266,308
05_OOB_03_log,05_OOB_03_031,05_OOB_03_log/05_OOB_03_031.txt,0.7446808510638298,1.0,71,9,25,141,157,26,43,105,26.0,0.25531914893617025,0.0,141,157
05_OOB_03_log,05_OOB_03_151,05_OOB_03_log/05_OOB_03_151.txt,0.543859649122807,1.0,23,8,0,57,49,11,16,31,11.0,0.45614035087719296,0.0,57,49
05_OOB_03_log,05_OOB_03_022,05_OOB_03_log/05_OOB_03_022.txt,0.8085106382978723,1.0,127,11,14,188,191,31,51,152,31.0,0.19148936170212771,0.0,188,191
05_OOB_03_log,05_OOB_03_023,05_OOB_03_log/05_OOB_03_023.txt,0.8051948051948052,1.0,96,14,14,154,154,25,38,124,25.0,0.19480519480519476,0.0,154,154
05_OOB_03_log,05_OOB_03_143,05_OOB_03_log/05_OOB_03_143.txt,0.6120689655172413,0.9583333333333334,45,19,7,116,104,24,25,71,23.0,0.3879310344827587,0.04166666666666663,116,104
05_OOB_01_log,05_OOB_01_107,05_OOB_01_log/05_OOB_01_107.txt,1.0,1.0,104,0,81,163,244,29,60,185,29.0,0.0,0.0,163,244
05_OOB_01_log,05_OOB_01_003,05_OOB_01_log/05_OOB_01_003.txt,1.0,1.0,0,0,120,0,120,0,37,120,0.0,0.0,0.0,0,120
05_OOB_01_log,05_OOB_01_017,05_OOB_01_log/05_OOB_01_017.txt,0.6358974358974359,1.0,54,43,27,195,179,34,42,124,34.0,0.36410256410256414,0.0,195,179
05_OOB_01_log,05_OOB_01_200,05_OOB_01_log/05_OOB_01_200.txt,0.7386934673366834,1.0,76,37,34,199,196,31,44,147,31.0,0.2613065326633166,0.0,199,196
05_OOB_01_log,05_OOB_01_016,05_OOB_01_log/05_OOB_01_016.txt,0.5683060109289617,1.0,58,10,36,183,209,32,47,104,32.0,0.4316939890710383,0.0,183,209
05_OOB_01_log,05_OOB_01_002,05_OOB_01_log/05_OOB_01_002.txt,1.0,1.0,0,0,82,0,82,0,19,82,0.0,0.0,0.0,0,82
05_OOB_01_log,05_OOB_01_028,05_OOB_01_log/05_OOB_01_028.txt,0.43555555555555553,0.8809523809523809,58,27,13,225,211,42,45,98,37.0,0.5644444444444445,0.11904761904761907,225,211
05_OOB_01_log,05_OOB_01_165,05_OOB_01_log/05_OOB_01_165.txt,0.7788018433179723,1.0,104,9,56,217,264,37,59,169,37.0,0.2211981566820277,0.0,217,264
05_OOB_01_log,05_OOB_01_171,05_OOB_01_log/05_OOB_01_171.txt,0.8624338624338624,1.0,97,12,54,189,231,36,50,163,36.0,0.13756613756613756,0.0,189,231
05_OOB_01_log,05_OOB_01_038,05_OOB_01_log/05_OOB_01_038.txt,0.9872611464968153,1.0,83,3,69,157,223,29,61,155,29.0,0.01273885350318471,0.0,157,223
05_OOB_01_log,05_OOB_01_010,05_OOB_01_log/05_OOB_01_010.txt,0.4817813765182186,1.0,69,15,35,247,267,42,54,119,42.0,0.5182186234817814,0.0,247,267
05_OOB_01_log,05_OOB_01_006,05_OOB_01_log/05_OOB_01_006.txt,0.45901639344262296,1.0,16,0,40,122,162,19,31,56,19.0,0.540983606557377,0.0,122,162
05_OOB_01_log,05_OOB_01_196,05_OOB_01_log/05_OOB_01_196.txt,0.8208955223880597,1.0,99,18,48,201,231,43,48,165,43.0,0.17910447761194026,0.0,201,231
05_OOB_01_log,05_OOB_01_168,05_OOB_01_log/05_OOB_01_168.txt,1.0,1.0,68,2,840,206,1044,36,219,910,36.0,0.0,0.0,206,1044
05_OOB_01_log,05_OOB_01_109,05_OOB_01_log/05_OOB_01_109.txt,0.8212290502793296,1.0,117,2,28,179,205,34,46,147,34.0,0.17877094972067042,0.0,179,205
05_OOB_01_log,05_OOB_01_135,05_OOB_01_log/05_OOB_01_135.txt,0.7515923566878981,0.927710843373494,54,285,15,471,201,83,47,354,77.0,0.24840764331210186,0.07228915662650603,471,201
05_OOB_01_log,05_OOB_01_054,05_OOB_01_log/05_OOB_01_054.txt,0.6666666666666666,1.0,56,39,43,207,211,34,47,138,34.0,0.33333333333333337,0.0,207,211
05_OOB_01_log,05_OOB_01_042,05_OOB_01_log/05_OOB_01_042.txt,0.576271186440678,1.0,66,8,28,177,197,29,44,102,29.0,0.423728813559322,0.0,177,197
05_OOB_01_log,05_OOB_01_240,05_OOB_01_log/05_OOB_01_240.txt,0.5965909090909091,1.0,52,27,26,176,175,29,40,105,29.0,0.40340909090909094,0.0,176,175
05_OOB_01_log,05_OOB_01_123,05_OOB_01_log/05_OOB_01_123.txt,0.5719424460431655,1.0,116,21,22,278,279,44,53,159,44.0,0.42805755395683454,0.0,278,279
05_OOB_01_log,05_OOB_01_245,05_OOB_01_log/05_OOB_01_245.txt,1.0,1.0,0,0,126,0,126,0,39,126,0.0,0.0,0.0,0,126
05_OOB_01_log,05_OOB_01_091,05_OOB_01_log/05_OOB_01_091.txt,0.8175675675675675,1.0,78,4,39,148,183,27,49,121,27.0,0.18243243243243246,0.0,148,183
05_OOB_01_log,05_OOB_01_119,05_OOB_01_log/05_OOB_01_119.txt,1.0,1.0,58,1,771,171,941,31,207,830,31.0,0.0,0.0,171,941
05_OOB_01_log,05_OOB_01_051,05_OOB_01_log/05_OOB_01_051.txt,0.7305699481865285,1.0,102,25,14,193,182,32,49,141,32.0,0.26943005181347146,0.0,193,182
