book,page,file_path,cer,wer,substitutions,deletions,insertions,ref_length,hyp_length,ref_word_count,hyp_word_count,char_errors,word_errors,char_accuracy,word_accuracy,ref_text_length,hyp_text_length
05_OOB_05_log,05_OOB_05_193,05_OOB_05_log/05_OOB_05_193.txt,0.10240963855421686,0.15625,9,41,1,498,458,96,89,51,15.0,0.8975903614457832,0.84375,498,458
05_OOB_05_log,05_OOB_05_185,05_OOB_05_log/05_OOB_05_185.txt,0.15396825396825398,0.2661290322580645,37,58,2,630,574,124,110,97,33.0,0.846031746031746,0.7338709677419355,630,574
05_OOB_05_log,05_OOB_05_231,05_OOB_05_log/05_OOB_05_231.txt,0.25,0.4519230769230769,24,4,100,512,608,104,114,128,47.0,0.75,0.5480769230769231,512,608
05_OOB_05_log,05_OOB_05_189,05_OOB_05_log/05_OOB_05_189.txt,0.10687022900763359,0.18,11,44,1,524,481,100,92,56,18.0,0.8931297709923665,0.8200000000000001,524,481
05_OOB_05_log,05_OOB_05_214,05_OOB_05_log/05_OOB_05_214.txt,0.19461077844311378,0.366412213740458,77,27,26,668,667,131,123,130,48.0,0.8053892215568862,0.633587786259542,668,667
05_OOB_05_log,05_OOB_05_229,05_OOB_05_log/05_OOB_05_229.txt,0.2073288331726133,0.3811881188118812,95,61,59,1037,1035,202,181,215,77.0,0.7926711668273867,0.6188118811881188,1037,1035
05_OOB_05_log,05_OOB_05_188,05_OOB_05_log/05_OOB_05_188.txt,0.18666666666666668,0.38461538461538464,27,67,4,525,462,104,90,98,40.0,0.8133333333333334,0.6153846153846154,525,462
05_OOB_05_log,05_OOB_05_014,05_OOB_05_log/05_OOB_05_014.txt,0.2073170731707317,0.36666666666666664,8,4,56,328,380,60,72,68,22.0,0.7926829268292683,0.6333333333333333,328,380
05_OOB_05_log,05_OOB_05_148,05_OOB_05_log/05_OOB_05_148.txt,0.4342105263157895,0.4383561643835616,12,5,148,380,523,73,81,165,32.0,0.5657894736842105,0.5616438356164384,380,523
05_OOB_05_log,05_OOB_05_007,05_OOB_05_log/05_OOB_05_007.txt,0.1765704584040747,0.42,18,61,25,589,553,100,99,104,42.0,0.8234295415959253,0.5800000000000001,589,553
05_OOB_05_log,05_OOB_05_115,05_OOB_05_log/05_OOB_05_115.txt,0.08253358925143954,0.15,28,10,5,521,516,100,97,43,15.0,0.9174664107485605,0.85,521,516
05_OOB_05_log,05_OOB_05_249,05_OOB_05_log/05_OOB_05_249.txt,0.22154471544715448,0.21875,18,13,78,492,557,96,93,109,21.0,0.7784552845528455,0.78125,492,557
05_OOB_05_log,05_OOB_05_104,05_OOB_05_log/05_OOB_05_104.txt,0.036036036036036036,0.07954545454545454,8,8,0,444,436,88,87,16,7.0,0.963963963963964,0.9204545454545454,444,436
05_OOB_05_log,05_OOB_05_070,05_OOB_05_log/05_OOB_05_070.txt,0.3269537480063796,0.4846153846153846,85,18,102,627,711,130,123,205,63.0,0.6730462519936204,0.5153846153846153,627,711
05_OOB_07_log,05_OOB_07_031,05_OOB_07_log/05_OOB_07_031.txt,0.050997782705099776,0.13253012048192772,15,8,0,451,443,83,82,23,11.0,0.9490022172949002,0.8674698795180723,451,443
05_OOB_07_log,05_OOB_07_034,05_OOB_07_log/05_OOB_07_034.txt,0.1618942731277533,0.19889502762430938,44,18,85,908,975,181,191,147,36.0,0.8381057268722467,0.8011049723756907,908,975
05_OOB_07_log,05_OOB_07_043,05_OOB_07_log/05_OOB_07_043.txt,0.09546165884194054,0.2047244094488189,35,15,11,639,635,127,126,61,26.0,0.9045383411580594,0.7952755905511811,639,635
05_OOB_06_log,05_OOB_06_022,05_OOB_06_log/05_OOB_06_022.txt,0.04744525547445255,0.1568627450980392,9,3,1,274,272,51,52,13,8.0,0.9525547445255474,0.8431372549019608,274,272
05_OOB_06_log,05_OOB_06_025,05_OOB_06_log/05_OOB_06_025.txt,0.03244274809160305,0.13978494623655913,7,7,3,524,520,93,92,17,12.999999999999998,0.9675572519083969,0.8602150537634409,524,520
05_OOB_06_log,05_OOB_06_049,05_OOB_06_log/05_OOB_06_049.txt,0.20503597122302158,0.375,22,29,6,278,255,56,52,57,21.0,0.7949640287769784,0.625,278,255
05_OOB_06_log,05_OOB_06_014,05_OOB_06_log/05_OOB_06_014.txt,0.42424242424242425,1.0,2,12,0,33,21,5,4,14,5.0,0.5757575757575757,0.0,33,21
05_OOB_06_log,05_OOB_06_010,05_OOB_06_log/05_OOB_06_010.txt,0.13395638629283488,0.33962264150943394,26,3,14,321,332,53,51,43,18.0,0.8660436137071651,0.6603773584905661,321,332
05_OOB_02_log,05_OOB_02_160,05_OOB_02_log/05_OOB_02_160.txt,0.4065934065934066,0.6428571428571429,37,21,16,182,177,28,27,74,18.0,0.5934065934065934,0.3571428571428571,182,177
05_OOB_02_log,05_OOB_02_012,05_OOB_02_log/05_OOB_02_012.txt,0.4277456647398844,0.8,48,14,12,173,171,30,24,74,24.0,0.5722543352601156,0.19999999999999996,173,171
05_OOB_02_log,05_OOB_02_159,05_OOB_02_log/05_OOB_02_159.txt,0.29292929292929293,0.5,14,11,4,99,92,18,18,29,9.0,0.7070707070707071,0.5,99,92
05_OOB_02_log,05_OOB_02_077,05_OOB_02_log/05_OOB_02_077.txt,0.5454545454545454,0.7307692307692307,54,16,8,143,135,26,25,78,19.0,0.4545454545454546,0.2692307692307693,143,135
05_OOB_02_log,05_OOB_02_100,05_OOB_02_log/05_OOB_02_100.txt,0.4340659340659341,0.7058823529411765,54,20,5,182,167,34,29,79,24.0,0.5659340659340659,0.2941176470588235,182,167
05_OOB_02_log,05_OOB_02_065,05_OOB_02_log/05_OOB_02_065.txt,1.0,1.0,75,2,117,166,281,32,49,194,32.0,0.0,0.0,166,281
05_OOB_02_log,05_OOB_02_106,05_OOB_02_log/05_OOB_02_106.txt,0.35,0.5555555555555556,48,16,13,220,217,36,36,77,20.0,0.65,0.4444444444444444,220,217
05_OOB_02_log,05_OOB_02_067,05_OOB_02_log/05_OOB_02_067.txt,0.45614035087719296,0.5370370370370371,60,10,60,285,335,54,53,130,29.000000000000004,0.543859649122807,0.4629629629629629,285,335
05_OOB_02_log,05_OOB_02_073,05_OOB_02_log/05_OOB_02_073.txt,0.4117647058823529,0.6097560975609756,48,12,31,221,240,41,42,91,25.0,0.5882352941176471,0.3902439024390244,221,240
05_OOB_02_log,05_OOB_02_095,05_OOB_02_log/05_OOB_02_095.txt,1.0,1.0,104,5,82,176,253,27,38,191,27.0,0.0,0.0,176,253
05_OOB_02_log,05_OOB_02_080,05_OOB_02_log/05_OOB_02_080.txt,0.5806451612903226,0.8,41,11,20,124,133,25,21,72,20.0,0.4193548387096774,0.19999999999999996,124,133
05_OOB_02_log,05_OOB_02_121,05_OOB_02_log/05_OOB_02_121.txt,0.6210526315789474,0.9090909090909091,72,27,19,190,182,33,24,118,30.0,0.3789473684210526,0.09090909090909094,190,182
05_OOB_02_log,05_OOB_02_069,05_OOB_02_log/05_OOB_02_069.txt,0.4782608695652174,0.5789473684210527,35,33,31,207,205,38,31,99,22.0,0.5217391304347826,0.42105263157894735,207,205
05_OOB_02_log,05_OOB_02_087,05_OOB_02_log/05_OOB_02_087.txt,0.5904255319148937,0.9,75,19,17,188,186,30,31,111,27.0,0.40957446808510634,0.09999999999999998,188,186
05_OOB_02_log,05_OOB_02_126,05_OOB_02_log/05_OOB_02_126.txt,0.5467625899280576,0.7307692307692307,55,14,7,139,132,26,22,76,19.0,0.4532374100719424,0.2692307692307693,139,132
05_OOB_02_log,05_OOB_02_021,05_OOB_02_log/05_OOB_02_021.txt,0.44808743169398907,0.5625,55,24,3,183,162,32,26,82,18.0,0.5519125683060109,0.4375,183,162
05_OOB_02_log,05_OOB_02_180,05_OOB_02_log/05_OOB_02_180.txt,0.4101123595505618,0.5483870967741935,37,15,21,178,184,31,26,73,17.0,0.5898876404494382,0.4516129032258065,178,184
05_OOB_02_log,05_OOB_02_143,05_OOB_02_log/05_OOB_02_143.txt,0.611764705882353,0.8181818181818182,57,21,26,170,175,33,23,104,27.0,0.388235294117647,0.18181818181818177,170,175
05_OOB_02_log,05_OOB_02_184,05_OOB_02_log/05_OOB_02_184.txt,0.375,0.53125,43,11,9,168,166,32,26,63,17.0,0.625,0.46875,168,166
05_OOB_02_log,05_OOB_02_026,05_OOB_02_log/05_OOB_02_026.txt,0.6228571428571429,0.8571428571428571,56,6,47,175,216,28,29,109,24.0,0.3771428571428571,0.1428571428571429,175,216
05_OOB_02_log,05_OOB_02_030,05_OOB_02_log/05_OOB_02_030.txt,0.38425925925925924,0.5789473684210527,49,9,25,216,232,38,41,83,22.0,0.6157407407407407,0.42105263157894735,216,232
05_OOB_03_log,05_OOB_03_012,05_OOB_03_log/05_OOB_03_012.txt,0.6754966887417219,0.7083333333333334,70,19,13,151,145,24,17,102,17.0,0.32450331125827814,0.29166666666666663,151,145
05_OOB_03_log,05_OOB_03_160,05_OOB_03_log/05_OOB_03_160.txt,0.0,0.0,0,0,0,2,2,1,1,0,0.0,1.0,1.0,2,2
05_OOB_03_log,05_OOB_03_148,05_OOB_03_log/05_OOB_03_148.txt,0.6475409836065574,0.48,26,5,48,122,165,25,22,79,12.0,0.35245901639344257,0.52,122,165
05_OOB_03_log,05_OOB_03_101,05_OOB_03_log/05_OOB_03_101.txt,0.3333333333333333,0.631578947368421,17,8,9,102,103,19,18,34,12.0,0.6666666666666667,0.368421052631579,102,103
05_OOB_03_log,05_OOB_03_130,05_OOB_03_log/05_OOB_03_130.txt,0.3291139240506329,0.4375,11,4,11,79,86,16,13,26,7.0,0.6708860759493671,0.5625,79,86
05_OOB_03_log,05_OOB_03_044,05_OOB_03_log/05_OOB_03_044.txt,0.43820224719101125,0.6470588235294118,24,15,0,89,74,17,14,39,11.0,0.5617977528089888,0.3529411764705882,89,74
05_OOB_03_log,05_OOB_03_135,05_OOB_03_log/05_OOB_03_135.txt,0.4925373134328358,0.675,40,25,34,201,210,40,36,99,27.0,0.5074626865671642,0.32499999999999996,201,210
05_OOB_03_log,05_OOB_03_082,05_OOB_03_log/05_OOB_03_082.txt,0.2709677419354839,0.5,20,17,5,155,143,32,28,42,16.0,0.7290322580645161,0.5,155,143
05_OOB_03_log,05_OOB_03_083,05_OOB_03_log/05_OOB_03_083.txt,1.0,1.0,0,0,37,0,37,0,4,37,0.0,0.0,0.0,0,37
05_OOB_03_log,05_OOB_03_054,05_OOB_03_log/05_OOB_03_054.txt,0.5447761194029851,0.8095238095238095,45,12,16,134,138,21,19,73,17.0,0.4552238805970149,0.19047619047619047,134,138
05_OOB_03_log,05_OOB_03_030,05_OOB_03_log/05_OOB_03_030.txt,0.34962406015037595,0.4642857142857143,56,6,31,266,291,56,54,93,26.0,0.650375939849624,0.5357142857142857,266,291
05_OOB_03_log,05_OOB_03_031,05_OOB_03_log/05_OOB_03_031.txt,0.2978723404255319,0.46153846153846156,17,23,2,141,120,26,23,42,12.0,0.7021276595744681,0.5384615384615384,141,120
05_OOB_03_log,05_OOB_03_151,05_OOB_03_log/05_OOB_03_151.txt,0.12280701754385964,0.09090909090909091,7,0,0,57,57,11,11,7,1.0,0.8771929824561404,0.9090909090909091,57,57
05_OOB_03_log,05_OOB_03_022,05_OOB_03_log/05_OOB_03_022.txt,0.3617021276595745,0.6129032258064516,53,5,10,188,193,31,28,68,19.0,0.6382978723404256,0.3870967741935484,188,193
05_OOB_03_log,05_OOB_03_023,05_OOB_03_log/05_OOB_03_023.txt,0.5324675324675324,0.68,59,13,10,154,151,25,23,82,17.0,0.4675324675324676,0.31999999999999995,154,151
05_OOB_03_log,05_OOB_03_143,05_OOB_03_log/05_OOB_03_143.txt,0.4827586206896552,0.7916666666666666,42,6,8,116,118,24,21,56,19.0,0.5172413793103448,0.20833333333333337,116,118
05_OOB_01_log,05_OOB_01_107,05_OOB_01_log/05_OOB_01_107.txt,0.5705521472392638,0.7586206896551724,42,7,44,163,200,29,31,93,22.0,0.42944785276073616,0.24137931034482762,163,200
05_OOB_01_log,05_OOB_01_003,05_OOB_01_log/05_OOB_01_003.txt,1.0,1.0,0,0,95,0,95,0,16,95,0.0,0.0,0.0,0,95
05_OOB_01_log,05_OOB_01_017,05_OOB_01_log/05_OOB_01_017.txt,0.11794871794871795,0.2647058823529412,8,4,11,195,202,34,33,23,9.0,0.882051282051282,0.7352941176470589,195,202
05_OOB_01_log,05_OOB_01_200,05_OOB_01_log/05_OOB_01_200.txt,1.0,1.0,0,199,0,199,0,31,0,199,31.0,0.0,0.0,199,0
05_OOB_01_log,05_OOB_01_016,05_OOB_01_log/05_OOB_01_016.txt,0.24043715846994534,0.4375,15,8,21,183,196,32,31,44,14.0,0.7595628415300546,0.5625,183,196
05_OOB_01_log,05_OOB_01_002,05_OOB_01_log/05_OOB_01_002.txt,1.0,1.0,0,0,4,0,4,0,1,4,0.0,0.0,0.0,0,4
05_OOB_01_log,05_OOB_01_028,05_OOB_01_log/05_OOB_01_028.txt,0.2088888888888889,0.35714285714285715,16,12,19,225,232,42,42,47,15.0,0.7911111111111111,0.6428571428571428,225,232
05_OOB_01_log,05_OOB_01_165,05_OOB_01_log/05_OOB_01_165.txt,0.4976958525345622,0.8648648648648649,57,32,19,217,204,37,32,108,32.0,0.5023041474654377,0.1351351351351351,217,204
05_OOB_01_log,05_OOB_01_171,05_OOB_01_log/05_OOB_01_171.txt,1.0,1.0,0,189,0,189,0,36,0,189,36.0,0.0,0.0,189,0
05_OOB_01_log,05_OOB_01_038,05_OOB_01_log/05_OOB_01_038.txt,0.5796178343949044,0.7931034482758621,57,10,24,157,171,29,27,91,23.0,0.42038216560509556,0.2068965517241379,157,171
05_OOB_01_log,05_OOB_01_010,05_OOB_01_log/05_OOB_01_010.txt,0.19433198380566802,0.38095238095238093,20,15,13,247,245,42,38,48,16.0,0.8056680161943319,0.6190476190476191,247,245
05_OOB_01_log,05_OOB_01_006,05_OOB_01_log/05_OOB_01_006.txt,0.06557377049180328,0.15789473684210525,0,6,2,122,118,19,18,8,3.0,0.9344262295081968,0.8421052631578947,122,118
05_OOB_01_log,05_OOB_01_196,05_OOB_01_log/05_OOB_01_196.txt,0.47761194029850745,0.627906976744186,60,5,31,201,227,43,35,96,27.0,0.5223880597014925,0.37209302325581395,201,227
05_OOB_01_log,05_OOB_01_168,05_OOB_01_log/05_OOB_01_168.txt,0.38349514563106796,0.6388888888888888,43,21,15,206,200,36,32,79,23.0,0.616504854368932,0.36111111111111116,206,200
05_OOB_01_log,05_OOB_01_109,05_OOB_01_log/05_OOB_01_109.txt,1.0,1.0,0,179,0,179,0,34,0,179,34.0,0.0,0.0,179,0
05_OOB_01_log,05_OOB_01_135,05_OOB_01_log/05_OOB_01_135.txt,1.0,1.0,0,471,0,471,0,83,0,471,83.0,0.0,0.0,471,0
05_OOB_01_log,05_OOB_01_054,05_OOB_01_log/05_OOB_01_054.txt,0.38164251207729466,0.5882352941176471,19,15,45,207,237,34,27,79,20.0,0.6183574879227054,0.4117647058823529,207,237
05_OOB_01_log,05_OOB_01_042,05_OOB_01_log/05_OOB_01_042.txt,0.20903954802259886,0.3793103448275862,9,20,8,177,165,29,26,37,11.0,0.7909604519774012,0.6206896551724138,177,165
05_OOB_01_log,05_OOB_01_240,05_OOB_01_log/05_OOB_01_240.txt,0.23863636363636365,0.41379310344827586,25,14,3,176,165,29,26,42,12.0,0.7613636363636364,0.5862068965517242,176,165
05_OOB_01_log,05_OOB_01_123,05_OOB_01_log/05_OOB_01_123.txt,1.0,1.0,0,278,0,278,0,44,0,278,44.0,0.0,0.0,278,0
05_OOB_01_log,05_OOB_01_245,05_OOB_01_log/05_OOB_01_245.txt,1.0,1.0,0,0,26,0,26,0,3,26,0.0,0.0,0.0,0,26
05_OOB_01_log,05_OOB_01_091,05_OOB_01_log/05_OOB_01_091.txt,1.0,1.0,0,148,0,148,0,27,0,148,27.0,0.0,0.0,148,0
05_OOB_01_log,05_OOB_01_119,05_OOB_01_log/05_OOB_01_119.txt,1.0,1.0,0,171,0,171,0,31,0,171,31.0,0.0,0.0,171,0
05_OOB_01_log,05_OOB_01_051,05_OOB_01_log/05_OOB_01_051.txt,0.11398963730569948,0.3125,9,7,6,193,192,32,31,22,10.0,0.8860103626943006,0.6875,193,192
