book,page,file_path,cer,wer,substitutions,deletions,insertions,ref_length,hyp_length,ref_word_count,hyp_word_count,char_errors,word_errors,char_accuracy,word_accuracy,ref_text_length,hyp_text_length
05_OOB_05_log,05_OOB_05_246,05_OOB_05_log/05_OOB_05_246.txt,0.1540130151843818,0.2857142857142857,18,26,27,461,462,84,89,71,24.0,0.8459869848156182,0.7142857142857143,461,462
05_OOB_05_log,05_OOB_05_143,05_OOB_05_log/05_OOB_05_143.txt,1.0,1.0,2,297,0,299,2,57,1,299,57.0,0.0,0.0,299,2
05_OOB_05_log,05_OOB_05_037,05_OOB_05_log/05_OOB_05_037.txt,0.4691358024691358,0.671875,26,3,123,324,444,64,84,152,43.0,0.5308641975308642,0.328125,324,444
05_OOB_05_log,05_OOB_05_181,05_OOB_05_log/05_OOB_05_181.txt,0.351985559566787,0.41904761904761906,52,36,107,554,625,105,109,195,44.0,0.648014440433213,0.5809523809523809,554,625
05_OOB_05_log,05_OOB_05_197,05_OOB_05_log/05_OOB_05_197.txt,0.3102409638554217,0.3893129770992366,54,60,92,664,696,131,119,206,51.0,0.6897590361445782,0.6106870229007634,664,696
05_OOB_05_log,05_OOB_05_193,05_OOB_05_log/05_OOB_05_193.txt,0.27710843373493976,0.3645833333333333,31,35,72,498,535,96,99,138,35.0,0.7228915662650602,0.6354166666666667,498,535
05_OOB_05_log,05_OOB_05_185,05_OOB_05_log/05_OOB_05_185.txt,0.3253968253968254,0.4274193548387097,48,42,115,630,703,124,119,205,53.0,0.6746031746031746,0.5725806451612903,630,703
05_OOB_05_log,05_OOB_05_231,05_OOB_05_log/05_OOB_05_231.txt,0.298828125,0.375,37,18,98,512,592,104,97,153,39.0,0.701171875,0.625,512,592
05_OOB_05_log,05_OOB_05_189,05_OOB_05_log/05_OOB_05_189.txt,0.22519083969465647,0.22,20,34,64,524,554,100,92,118,22.0,0.7748091603053435,0.78,524,554
05_OOB_05_log,05_OOB_05_214,05_OOB_05_log/05_OOB_05_214.txt,0.2125748502994012,0.366412213740458,55,41,46,668,673,131,121,142,48.0,0.7874251497005988,0.633587786259542,668,673
05_OOB_05_log,05_OOB_05_229,05_OOB_05_log/05_OOB_05_229.txt,0.28254580520732886,0.4603960396039604,125,64,104,1037,1077,202,189,293,93.0,0.7174541947926711,0.5396039603960396,1037,1077
05_OOB_05_log,05_OOB_05_188,05_OOB_05_log/05_OOB_05_188.txt,0.36,0.5769230769230769,38,38,113,525,600,104,113,189,59.99999999999999,0.64,0.42307692307692313,525,600
05_OOB_05_log,05_OOB_05_014,05_OOB_05_log/05_OOB_05_014.txt,0.2347560975609756,0.4,8,1,68,328,395,60,75,77,24.0,0.7652439024390244,0.6,328,395
05_OOB_05_log,05_OOB_05_148,05_OOB_05_log/05_OOB_05_148.txt,0.31842105263157894,0.3972602739726027,31,90,0,380,290,73,55,121,29.0,0.6815789473684211,0.6027397260273972,380,290
05_OOB_05_log,05_OOB_05_007,05_OOB_05_log/05_OOB_05_007.txt,0.22071307300509338,0.53,37,54,39,589,574,100,102,130,53.0,0.7792869269949066,0.47,589,574
05_OOB_05_log,05_OOB_05_115,05_OOB_05_log/05_OOB_05_115.txt,0.18234165067178504,0.32,33,14,48,521,555,100,95,95,32.0,0.817658349328215,0.6799999999999999,521,555
05_OOB_05_log,05_OOB_05_249,05_OOB_05_log/05_OOB_05_249.txt,0.16869918699186992,0.3958333333333333,30,30,23,492,485,96,94,83,38.0,0.8313008130081301,0.6041666666666667,492,485
05_OOB_05_log,05_OOB_05_104,05_OOB_05_log/05_OOB_05_104.txt,0.06306306306306306,0.1590909090909091,7,10,11,444,445,88,85,28,14.0,0.9369369369369369,0.8409090909090909,444,445
05_OOB_05_log,05_OOB_05_070,05_OOB_05_log/05_OOB_05_070.txt,0.39872408293460926,0.4461538461538462,57,12,181,627,796,130,122,250,58.0,0.6012759170653907,0.5538461538461539,627,796
05_OOB_06_log,05_OOB_06_022,05_OOB_06_log/05_OOB_06_022.txt,0.058394160583941604,0.1568627450980392,7,6,3,274,271,51,50,16,8.0,0.9416058394160584,0.8431372549019608,274,271
05_OOB_06_log,05_OOB_06_025,05_OOB_06_log/05_OOB_06_025.txt,0.13931297709923665,0.3225806451612903,37,9,27,524,542,93,96,73,30.0,0.8606870229007634,0.6774193548387097,524,542
05_OOB_06_log,05_OOB_06_049,05_OOB_06_log/05_OOB_06_049.txt,0.2014388489208633,0.44642857142857145,24,23,9,278,264,56,53,56,25.0,0.7985611510791367,0.5535714285714286,278,264
05_OOB_06_log,05_OOB_06_014,05_OOB_06_log/05_OOB_06_014.txt,0.5454545454545454,0.8,0,7,11,33,37,5,5,18,4.0,0.4545454545454546,0.19999999999999996,33,37
05_OOB_06_log,05_OOB_06_010,05_OOB_06_log/05_OOB_06_010.txt,0.11214953271028037,0.37735849056603776,20,6,10,321,325,53,51,36,20.0,0.8878504672897196,0.6226415094339622,321,325
05_OOB_02_log,05_OOB_02_160,05_OOB_02_log/05_OOB_02_160.txt,1.0,1.0,70,2,2942,182,3122,28,1014,3014,28.0,0.0,0.0,182,3122
05_OOB_02_log,05_OOB_02_012,05_OOB_02_log/05_OOB_02_012.txt,0.6473988439306358,0.7333333333333333,41,32,39,173,180,30,25,112,22.0,0.35260115606936415,0.2666666666666667,173,180
05_OOB_02_log,05_OOB_02_159,05_OOB_02_log/05_OOB_02_159.txt,0.29292929292929293,0.5555555555555556,11,7,11,99,103,18,17,29,10.0,0.7070707070707071,0.4444444444444444,99,103
05_OOB_02_log,05_OOB_02_077,05_OOB_02_log/05_OOB_02_077.txt,0.36363636363636365,0.8076923076923077,37,12,3,143,134,26,22,52,21.0,0.6363636363636364,0.1923076923076923,143,134
05_OOB_02_log,05_OOB_02_100,05_OOB_02_log/05_OOB_02_100.txt,0.5,0.7647058823529411,41,16,34,182,200,34,34,91,26.0,0.5,0.23529411764705888,182,200
05_OOB_02_log,05_OOB_02_065,05_OOB_02_log/05_OOB_02_065.txt,0.6626506024096386,0.875,40,4,66,166,228,32,34,110,28.0,0.3373493975903614,0.125,166,228
05_OOB_02_log,05_OOB_02_106,05_OOB_02_log/05_OOB_02_106.txt,0.7136363636363636,0.75,63,6,88,220,302,36,40,157,27.0,0.2863636363636364,0.25,220,302
05_OOB_02_log,05_OOB_02_067,05_OOB_02_log/05_OOB_02_067.txt,0.5228070175438596,0.7592592592592593,62,27,60,285,318,54,49,149,41.0,0.4771929824561404,0.2407407407407407,285,318
05_OOB_02_log,05_OOB_02_073,05_OOB_02_log/05_OOB_02_073.txt,0.3438914027149321,0.6829268292682927,35,13,28,221,236,41,37,76,28.000000000000004,0.6561085972850679,0.31707317073170727,221,236
05_OOB_02_log,05_OOB_02_095,05_OOB_02_log/05_OOB_02_095.txt,0.6988636363636364,0.8148148148148148,64,39,20,176,157,27,22,123,22.0,0.30113636363636365,0.18518518518518523,176,157
05_OOB_02_log,05_OOB_02_080,05_OOB_02_log/05_OOB_02_080.txt,0.7741935483870968,0.88,50,2,44,124,166,25,25,96,22.0,0.22580645161290325,0.12,124,166
05_OOB_02_log,05_OOB_02_121,05_OOB_02_log/05_OOB_02_121.txt,0.5368421052631579,1.0,44,9,49,190,230,33,38,102,33.0,0.4631578947368421,0.0,190,230
05_OOB_02_log,05_OOB_02_069,05_OOB_02_log/05_OOB_02_069.txt,0.357487922705314,0.6842105263157895,29,19,26,207,214,38,36,74,26.0,0.642512077294686,0.3157894736842105,207,214
05_OOB_02_log,05_OOB_02_087,05_OOB_02_log/05_OOB_02_087.txt,0.4627659574468085,0.8333333333333334,44,14,29,188,203,30,30,87,25.0,0.5372340425531915,0.16666666666666663,188,203
05_OOB_02_log,05_OOB_02_126,05_OOB_02_log/05_OOB_02_126.txt,0.39568345323741005,0.7692307692307693,41,12,2,139,129,26,21,55,20.0,0.60431654676259,0.23076923076923073,139,129
05_OOB_02_log,05_OOB_02_021,05_OOB_02_log/05_OOB_02_021.txt,0.3442622950819672,0.625,38,4,21,183,200,32,34,63,20.0,0.6557377049180328,0.375,183,200
05_OOB_02_log,05_OOB_02_180,05_OOB_02_log/05_OOB_02_180.txt,0.24157303370786518,0.41935483870967744,17,16,10,178,172,31,29,43,13.0,0.7584269662921348,0.5806451612903225,178,172
05_OOB_02_log,05_OOB_02_143,05_OOB_02_log/05_OOB_02_143.txt,0.6705882352941176,0.8787878787878788,47,5,62,170,227,33,32,114,29.0,0.3294117647058824,0.12121212121212122,170,227
05_OOB_02_log,05_OOB_02_184,05_OOB_02_log/05_OOB_02_184.txt,0.3273809523809524,0.53125,17,14,24,168,178,32,29,55,17.0,0.6726190476190477,0.46875,168,178
05_OOB_02_log,05_OOB_02_026,05_OOB_02_log/05_OOB_02_026.txt,0.38857142857142857,0.6785714285714286,39,12,17,175,180,28,28,68,19.0,0.6114285714285714,0.3214285714285714,175,180
05_OOB_02_log,05_OOB_02_030,05_OOB_02_log/05_OOB_02_030.txt,0.3472222222222222,0.7368421052631579,37,13,25,216,228,38,35,75,28.0,0.6527777777777778,0.26315789473684215,216,228
05_OOB_03_log,05_OOB_03_012,05_OOB_03_log/05_OOB_03_012.txt,0.31788079470198677,0.4166666666666667,28,16,4,151,139,24,21,48,10.0,0.6821192052980132,0.5833333333333333,151,139
05_OOB_03_log,05_OOB_03_160,05_OOB_03_log/05_OOB_03_160.txt,0.0,0.0,0,0,0,2,2,1,1,0,0.0,1.0,1.0,2,2
05_OOB_03_log,05_OOB_03_148,05_OOB_03_log/05_OOB_03_148.txt,0.23770491803278687,0.4,17,3,9,122,128,25,24,29,10.0,0.7622950819672132,0.6,122,128
05_OOB_03_log,05_OOB_03_101,05_OOB_03_log/05_OOB_03_101.txt,0.20588235294117646,0.5263157894736842,13,7,1,102,96,19,16,21,10.0,0.7941176470588236,0.4736842105263158,102,96
05_OOB_03_log,05_OOB_03_130,05_OOB_03_log/05_OOB_03_130.txt,0.3037974683544304,0.4375,11,3,10,79,86,16,14,24,7.0,0.6962025316455696,0.5625,79,86
05_OOB_03_log,05_OOB_03_044,05_OOB_03_log/05_OOB_03_044.txt,0.5056179775280899,0.8235294117647058,13,5,27,89,111,17,16,45,14.0,0.4943820224719101,0.17647058823529416,89,111
05_OOB_03_log,05_OOB_03_135,05_OOB_03_log/05_OOB_03_135.txt,0.43283582089552236,0.6,27,4,56,201,253,40,40,87,24.0,0.5671641791044777,0.4,201,253
05_OOB_03_log,05_OOB_03_082,05_OOB_03_log/05_OOB_03_082.txt,0.4129032258064516,0.5625,37,2,25,155,178,32,30,64,18.0,0.5870967741935484,0.4375,155,178
05_OOB_03_log,05_OOB_03_083,05_OOB_03_log/05_OOB_03_083.txt,1.0,1.0,0,0,39,0,39,0,4,39,0.0,0.0,0.0,0,39
05_OOB_03_log,05_OOB_03_054,05_OOB_03_log/05_OOB_03_054.txt,0.3358208955223881,0.5714285714285714,16,8,21,134,147,21,19,45,12.0,0.664179104477612,0.4285714285714286,134,147
05_OOB_03_log,05_OOB_03_030,05_OOB_03_log/05_OOB_03_030.txt,0.3157894736842105,0.48214285714285715,27,8,49,266,307,56,60,84,27.0,0.6842105263157895,0.5178571428571428,266,307
05_OOB_03_log,05_OOB_03_031,05_OOB_03_log/05_OOB_03_031.txt,0.1702127659574468,0.34615384615384615,10,13,1,141,129,26,25,24,9.0,0.8297872340425532,0.6538461538461539,141,129
05_OOB_03_log,05_OOB_03_151,05_OOB_03_log/05_OOB_03_151.txt,0.3508771929824561,0.45454545454545453,9,0,11,57,68,11,13,20,5.0,0.6491228070175439,0.5454545454545454,57,68
05_OOB_03_log,05_OOB_03_022,05_OOB_03_log/05_OOB_03_022.txt,0.4574468085106383,0.8064516129032258,38,10,38,188,216,31,36,86,25.0,0.5425531914893618,0.19354838709677424,188,216
05_OOB_03_log,05_OOB_03_023,05_OOB_03_log/05_OOB_03_023.txt,0.5844155844155844,0.84,58,5,27,154,176,25,23,90,21.0,0.4155844155844156,0.16000000000000003,154,176
05_OOB_03_log,05_OOB_03_143,05_OOB_03_log/05_OOB_03_143.txt,0.39655172413793105,0.5833333333333334,16,28,2,116,90,24,18,46,14.0,0.603448275862069,0.41666666666666663,116,90
05_OOB_01_log,05_OOB_01_107,05_OOB_01_log/05_OOB_01_107.txt,0.43558282208588955,0.6206896551724138,36,4,31,163,190,29,28,71,18.0,0.5644171779141105,0.3793103448275862,163,190
05_OOB_01_log,05_OOB_01_003,05_OOB_01_log/05_OOB_01_003.txt,1.0,1.0,0,0,2,0,2,0,1,2,0.0,0.0,0.0,0,2
05_OOB_01_log,05_OOB_01_017,05_OOB_01_log/05_OOB_01_017.txt,0.2358974358974359,0.38235294117647056,11,11,24,195,208,34,33,46,13.0,0.764102564102564,0.6176470588235294,195,208
05_OOB_01_log,05_OOB_01_200,05_OOB_01_log/05_OOB_01_200.txt,0.44221105527638194,0.8387096774193549,59,23,6,199,182,31,30,88,26.0,0.5577889447236181,0.16129032258064513,199,182
05_OOB_01_log,05_OOB_01_016,05_OOB_01_log/05_OOB_01_016.txt,0.21311475409836064,0.375,19,6,14,183,191,32,32,39,12.0,0.7868852459016393,0.625,183,191
05_OOB_01_log,05_OOB_01_002,05_OOB_01_log/05_OOB_01_002.txt,1.0,1.0,0,0,2,0,2,0,1,2,0.0,0.0,0.0,0,2
05_OOB_01_log,05_OOB_01_028,05_OOB_01_log/05_OOB_01_028.txt,0.18222222222222223,0.5,11,16,14,225,223,42,33,41,21.0,0.8177777777777777,0.5,225,223
05_OOB_01_log,05_OOB_01_165,05_OOB_01_log/05_OOB_01_165.txt,0.2903225806451613,0.5945945945945946,28,20,15,217,212,37,30,63,22.0,0.7096774193548387,0.4054054054054054,217,212
05_OOB_01_log,05_OOB_01_171,05_OOB_01_log/05_OOB_01_171.txt,0.30687830687830686,0.7222222222222222,39,17,2,189,174,36,31,58,26.0,0.6931216931216931,0.2777777777777778,189,174
05_OOB_01_log,05_OOB_01_038,05_OOB_01_log/05_OOB_01_038.txt,0.5605095541401274,0.896551724137931,24,5,59,157,211,29,40,88,26.0,0.4394904458598726,0.10344827586206895,157,211
05_OOB_01_log,05_OOB_01_010,05_OOB_01_log/05_OOB_01_010.txt,0.30364372469635625,0.35714285714285715,21,10,44,247,281,42,40,75,15.0,0.6963562753036437,0.6428571428571428,247,281
05_OOB_01_log,05_OOB_01_006,05_OOB_01_log/05_OOB_01_006.txt,0.23770491803278687,0.21052631578947367,0,6,23,122,139,19,18,29,4.0,0.7622950819672132,0.7894736842105263,122,139
05_OOB_01_log,05_OOB_01_196,05_OOB_01_log/05_OOB_01_196.txt,0.48258706467661694,0.5813953488372093,35,5,57,201,253,43,43,97,25.0,0.5174129353233831,0.41860465116279066,201,253
05_OOB_01_log,05_OOB_01_168,05_OOB_01_log/05_OOB_01_168.txt,0.3106796116504854,0.5,41,11,12,206,207,36,34,64,18.0,0.6893203883495146,0.5,206,207
05_OOB_01_log,05_OOB_01_109,05_OOB_01_log/05_OOB_01_109.txt,0.39664804469273746,0.6764705882352942,35,20,16,179,175,34,27,71,23.0,0.6033519553072626,0.32352941176470584,179,175
05_OOB_01_log,05_OOB_01_135,05_OOB_01_log/05_OOB_01_135.txt,0.6518046709129511,0.7951807228915663,19,285,3,471,189,83,30,307,66.0,0.34819532908704887,0.20481927710843373,471,189
05_OOB_01_log,05_OOB_01_054,05_OOB_01_log/05_OOB_01_054.txt,0.13043478260869565,0.35294117647058826,9,14,4,207,197,34,31,27,12.0,0.8695652173913043,0.6470588235294117,207,197
05_OOB_01_log,05_OOB_01_042,05_OOB_01_log/05_OOB_01_042.txt,0.2542372881355932,0.4482758620689655,17,9,19,177,187,29,28,45,13.0,0.7457627118644068,0.5517241379310345,177,187
05_OOB_01_log,05_OOB_01_240,05_OOB_01_log/05_OOB_01_240.txt,0.3522727272727273,0.6551724137931034,31,8,23,176,191,29,28,62,19.0,0.6477272727272727,0.3448275862068966,176,191
05_OOB_01_log,05_OOB_01_123,05_OOB_01_log/05_OOB_01_123.txt,0.35611510791366907,0.7045454545454546,55,28,16,278,266,44,37,99,31.0,0.6438848920863309,0.2954545454545454,278,266
05_OOB_01_log,05_OOB_01_245,05_OOB_01_log/05_OOB_01_245.txt,1.0,1.0,0,0,2,0,2,0,1,2,0.0,0.0,0.0,0,2
05_OOB_01_log,05_OOB_01_091,05_OOB_01_log/05_OOB_01_091.txt,0.21621621621621623,0.3333333333333333,19,11,2,148,139,27,25,32,9.0,0.7837837837837838,0.6666666666666667,148,139
05_OOB_01_log,05_OOB_01_119,05_OOB_01_log/05_OOB_01_119.txt,0.39766081871345027,0.6774193548387096,19,25,24,171,170,31,27,68,21.0,0.6023391812865497,0.32258064516129037,171,170
05_OOB_01_log,05_OOB_01_051,05_OOB_01_log/05_OOB_01_051.txt,0.24870466321243523,0.5,16,15,17,193,195,32,26,48,16.0,0.7512953367875648,0.5,193,195
